"食物
（每100克）","能量
（kal）","蛋白质
（克）","糖类
（克）","脂肪
（克）","水分
（克）","纤维
（克）","灰份
（克）","VA
（微克）","胡萝卜素
（微克）","视黄醇当量
（微克）","VB1
（毫克）","VB2
（毫克）","烟酸
（毫克）","VC
（毫克）","VE
（毫克）","钾
（毫克）","钠
（毫克）","钙
（毫克）","镁
（毫克）","铁
（毫克）","锰
（毫克）","锌
（毫克）","铜
（毫克）","磷
（毫克）","硒
（微克）"
鸡蛋蛋白粉,367,47.5,33.5,4.8,7.2,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鸡蛋粉,545,43.4,11.3,36.2,2.5,0,6.6,525,0,525,0.05,0.4,0,0,11.56,357,393.2,954,46,10.5,0.22,5.95,0.28,780,39.1
鸡蛋黄,328,15.2,3.4,28.2,51.5,0,1.7,438,0,438,0.33,0.29,0.1,0,5.06,95,54.9,112,41,6.5,0.06,3.79,0.28,240,27.01
鸡蛋黄(乌骨鸡),263,15.2,5.7,19.9,57.8,0,1.4,179,0,179,0.07,0.36,0.1,0,7.64,105,57.2,107,16,0.5,0.04,3.1,0.7,216,22.62
鸡蛋黄(洋鸡蛋),644,31.6,5.3,55.1,4.6,0,3.4,776,0,776,0,0.25,0,0,14.43,103,89.8,266,22,10.6,0.05,6.66,0.1,905,27.7
鸡蛋黄粉,644,31.6,5.3,55.1,4.6,0,3.4,776,0,776,0,0.25,0,0,14.43,103,89.8,266,22,10.6,0.05,6.66,0.1,905,27.7
鸡肝,121,16.6,2.8,4.8,74.4,0,1,10414,0,10414,0.33,1.1,11.9,0,1.88,222,92,7,16,12,0.24,2.4,0.32,263,38.55
鸡肝(肉鸡),121,16.7,3.5,4.5,74,0,1.3,2867,0,2867,0.32,0.58,0,0,0.75,321,98.2,4,17,9.6,0.07,3.46,0.35,216,0
鸡肝(土鸡),118,17.1,4.2,3.6,74,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鸡肉松,440,7.2,65.8,16.4,4.9,0,5.7,90,0,90,0.03,0.11,1,0,14.58,109,1687.8,76,29,7.1,0.68,0.58,0.07,83,3.07
鸡矢果,41,1.1,8.3,0.4,83.9,5.9,0.4,0,0,53,0.02,0.05,0.3,68,0,235,3.3,13,10,0.2,0.11,0.21,0.08,16,1.62
鸡头米,351,8.3,78.7,0.3,11.4,0.9,0.4,0,0,0,0.3,0.09,0.4,0,0,60,28.4,37,16,0.5,1.51,1.24,0.63,56,6.03
鸡腿,181,16.4,0,13,70.2,0,0.8,44,0,44,0.02,0.14,6,0,0.03,242,64.4,6,34,1.5,0.03,1.12,0.09,172,12.4
鸡腿酥,436,6.2,72.7,13.4,7.1,0,0.6,0,0,0,0,0,0.9,0,1.53,59,406.8,19,14,1.1,0,0.12,0.14,63,9.14
鸡心,172,15.9,0.6,11.8,70.8,0,0.9,910,0,910,0.46,0.26,11.5,0,0,220,108.4,54,11,4.7,0.04,1.94,0.27,176,4.1
鸡胸脯肉,133,19.4,2.5,5,72,0,1.1,16,0,16,0.07,0.13,10.8,0,0.22,338,34.4,3,28,0.6,0.01,0.51,0.06,214,10.5
鸡血,49,7.8,4.1,0.2,87,0,0.9,56,0,56,0.05,0.04,0.1,0,0.21,136,208,10,4,25,0.03,0.45,0.03,68,12.13
鸡胗,118,19.2,4,2.8,73.1,0,0.9,36,0,36,0.04,0.09,3.4,0,0.87,272,74.8,7,15,4.4,0.06,2.76,2.11,135,10.54
鸡爪,254,23.9,2.7,16.4,56.4,0,0.6,37,0,37,0.01,0.13,2.4,0,0.32,108,169,36,7,1.4,0.03,0.9,0.05,76,9.95
鸡爪(熟),254,23.9,2.7,16.4,56.4,0,0.6,37,0,37,0.01,0.13,2.4,0,0.32,108,169,36,7,1.4,0.03,0.9,0.05,76,9.95
鸡肫,118,19.2,4,2.8,73.1,0,0.9,36,0,36,0.04,0.09,3.4,0,0.87,272,74.8,7,15,4.4,0.06,2.76,2.11,135,10.54
基围虾,101,18.2,3.9,1.4,75.2,0,1.3,0,0,0,0.02,0.07,2.9,0,1.69,250,172,83,45,2,0.05,1.18,0.5,139,39.7
棘,278,3.5,62.7,1.5,18.3,10.6,3.4,0,0,0,0.01,0.02,0.9,0,0,84,3.8,435,96,6.6,0.86,0.68,0.34,95,1.3
鲚鱼(大凤尾鱼),106,13.2,0.8,5.5,77.5,0,3,15,0,15,0,0.08,1,0,0.84,161,53.1,114,28,1.7,0.29,1.51,0.11,498,37.8
鲚鱼(灌装),108,17.1,3.8,2.7,75.4,0,1,17,0,17,0.04,0.09,2.5,0,0.68,290,41.2,79,41,1.3,0.06,1.94,0.08,193,14.31
鲚鱼(小凤尾鱼),124,15.5,4,5.1,72.7,0,2.7,14,0,14,0.06,0.06,0.9,0,0.74,225,38.5,78,23,1.6,0.17,1.3,0.1,460,33.3
鲫勾,122,18.8,0.5,5,74.6,0,1.1,22,0,22,0.06,0.07,3,0,1.7,266,95.8,28,27,0.7,0.03,0.8,0.07,159,25.85
鲫鱼,108,17.1,3.8,2.7,75.4,0,1,17,0,17,0.04,0.09,2.5,0,0.68,290,41.2,79,41,1.3,0.06,1.94,0.08,193,14.31
鲫鱼子,108,17.1,3.8,2.7,75.4,0,1,17,0,17,0.04,0.09,2.5,0,0.68,290,41.2,79,41,1.3,0.06,1.94,0.08,193,14.31
甲鱼,118,17.8,2.1,4.3,75,0,0.8,139,0,139,0.07,0.14,3.3,0,1.88,196,96.9,70,15,2.8,0.05,2.31,0.12,114,15.19
甲鱼,118,17.8,2.1,4.3,75,0,0.8,139,0,139,0.07,0.14,3.3,0,1.88,196,96.9,70,15,2.8,0.05,2.31,0.12,114,15.19
假蜜环菌,157,9.5,21.5,3.7,51.1,10.4,3.8,0,40,7,0.01,0.69,7.5,0,3.34,2493,0,11,109,25.1,4.13,6.79,1.45,286,2.65
尖嘴白,137,22.7,4.1,3.3,68.6,0,1.3,0,0,0,0.05,0.02,0,0,0.27,375,48.3,27,14,0.6,0.04,1.32,0.06,192,0
煎饼,333,7.6,74.7,0.7,6.8,9.1,1.1,0,0,0,0.1,0.04,0.2,0,0,117,85.5,9,86,7,0.75,1.62,0.25,320,3.75
健儿粉,369,7.1,82.7,1.1,8.1,0,1,10,0,13,0.08,0.67,1.1,0,0.26,113,21.6,137,21,1.6,0.59,0.85,0.19,181,2.46
健儿粉(莲子),352,8,78.3,0.7,12.4,0,0.6,0,0,0,0.09,0.3,1.3,0,0,141,3.9,12,61,2.9,1,1.5,0.2,61,3
江白菜(干),77,1.8,17.3,0.1,70.5,6.1,4.2,0,240,40,0.01,0.1,0.8,0,0.85,761,327.4,348,129,4.7,1.14,0.65,0.14,52,5.84
江白菜(浸),14,1.1,2.1,0.1,94.1,0.9,1.7,0,310,52,0.02,0.1,0.9,0,0.08,222,107.6,241,61,3.3,1.47,0.66,0.03,29,4.9
江白菜(鲜),17,1.2,1.6,0.1,94.4,0.5,2.2,0,0,0,0.02,0.15,1.3,0,1.85,246,8.6,46,25,0.9,0.07,0.16,0,22,9.54
江米酒,78,1.6,0,0,0,0,0.1,0,0,0,0.03,0.01,0,0,0,0,1,16,6,0.5,0.32,0.7,0.01,9,0.3
江米条,439,5.7,77.7,11.7,4,0.4,0.3,0,0,0,0.18,0.03,2.5,0,14.32,68,46.5,33,31,2.5,0.71,0.84,0.19,56,6.26
江虾,87,10.3,9.3,0.9,77,0,2.5,102,0,102,0.04,0.12,2.2,0,11.3,683,0,78,131,8.8,1.21,2.71,3.46,293,17.7
姜,41,1.3,7.6,0.6,87,2.7,0.8,0,170,28,0,0.03,0.8,4,0,295,14.9,27,44,1.4,3.2,0.34,0.14,25,0.56
姜(干),273,9.1,46.3,5.7,14.9,17.7,6.3,0,0,0,0,0.1,0,0,0.01,0,9.9,62,0,0,10.65,2.3,0.96,22,3.1
姜(精),27,1.6,3.4,0.8,67.7,1.4,25.1,0,0,0,0,0.13,0.8,0,0,387,9686,39,125,4.4,3.11,0.5,0.18,2,1.54
姜(子姜),19,0.7,2.8,0.6,94.5,0.9,0.5,0,0,0,0.06,0.01,0.3,2,0,160,1.9,9,24,0.8,3.38,0.17,0.03,11,0.1
豇豆,29,2.9,3.6,0.3,90.3,2.3,0.6,0,250,42,0.07,0.09,1.4,19,4.39,112,2.2,27,31,0.5,0.37,0.54,0.14,63,0.74
豇豆(长),29,2.7,4,0.2,90.8,1.8,0.5,0,120,20,0.07,0.07,0.8,18,0.65,145,4.6,42,43,1,0.39,0.94,0.11,50,1.4
豇豆(干),322,19.3,58.5,1.2,10.9,7.1,3,0,60,10,0.16,0.08,1.9,0,8.61,737,6.8,40,36,7.1,1.07,3.04,2.1,344,5.74
豇豆(紫),315,18.9,58.9,0.4,11.2,6.9,3.7,0,20,3,0.22,0.09,2.4,0,11.42,500,4,67,41,7.9,0.98,1.61,1.42,345,1.52
酱包瓜,107,4.7,22,0,59.2,2.8,11.3,0,0,0,0.01,0.05,0.6,0,1.93,136,2523.2,15,55,4.2,0.84,0.4,0.09,60,2.82
酱豆腐,151,12,7.6,8.1,61.2,0.6,10.5,0,90,15,0.02,0.21,0.5,0,7.24,81,3019.3,87,78,11.5,1.16,1.67,0.2,171,6.73
酱瓜,24,3,2.2,0.3,76.2,1.2,17.1,0,180,30,0.06,0.01,0.9,0,0,299,3769.5,52,17,3.7,0.64,0.89,0.09,73,2.42
酱黄瓜,24,3,2.2,0.3,76.2,1.2,17.1,0,180,30,0.06,0.01,0.9,0,0,299,3769.5,52,17,3.7,0.64,0.89,0.09,73,2.42
酱驴肉,160,33.7,0,2.8,61.4,0,2.1,0,0,0,0.02,0.11,1.4,0,0,185,228.6,8,9,4.2,0.01,4.63,0.19,197,3.4
酱牛肉,246,31.4,3.2,11.9,50.7,0,2.8,11,0,11,0.05,0.22,4.4,0,1.25,148,869.2,20,27,4,0.25,7.12,0.14,178,4.35
酱填鸭(罐头),248,11.8,1.3,21.7,61.9,0,2.1,26,0,26,0.11,0.13,6.1,0,0.1,130,474.5,29,24,2.8,0.14,3.03,0.14,208,10.4
酱鸭,266,18.9,6.3,18.4,53.6,0,2.8,11,0,11,0.06,0.22,3.7,0,0,236,981.3,14,13,4.1,0.02,2.69,0.26,140,15.74
酱鸭(罐头),248,11.8,1.3,21.7,61.9,0,2.1,26,0,26,0.11,0.13,6.1,0,0.1,130,474.5,29,24,2.8,0.14,3.03,0.14,208,10.4
酱羊肉,272,25.4,11.8,13.7,45.7,0,3.4,0,0,0,0.07,0.06,8.3,0,1.28,134,937.8,43,38,4.1,0.23,3.79,0.09,169,3.2
酱油,63,5.6,9.9,0.1,67.3,0.2,16.9,0,0,0,0.05,0.13,1.7,0,0,337,5757,66,156,8.6,1.11,1.17,0.06,204,1.39
酱油(冬菇),38,3.5,5.9,0.1,75.2,0,15.3,0,0,0,0.01,0.17,1.1,0,0,220,2057,18,50,1.3,0.08,0.14,0.05,16,2.31
酱油(多味),86,7.8,12.9,0.4,58.2,0,20.7,0,0,0,0,0,1.5,0,0,602,4050,79,66,4.5,0,1.5,0.06,227,3.75
酱油(高级),71,8.4,9,0.2,67.5,0,14.9,0,0,0,0.01,0.05,1.5,0,0,430,4056,30,130,3,0.83,1.12,0.06,38,5.32
酱油(三级),40,6.8,2.4,0.4,74.2,0,16.2,0,0,0,0.01,0.02,0,0,0,200,1903,14,0,2,0.54,0.48,0.01,19,9.4
酱油(三鲜),41,3.4,6.6,0.1,74.3,0,15.6,0,0,0,0,0.17,0.8,0,0,118,2462,58,30,1.7,0.43,2.71,0.05,57,0.54
酱油(晒制),71,9.4,6.8,0.6,64.6,0,18.6,0,0,0,0,0.02,2.2,0,0,457,3836.3,47,53,7,0,0.18,0.06,171,1.86
酱油(特母),55,6.7,7.1,0,70.8,0.1,15.3,0,0,0,0.09,0.05,0,0,0,509,4580,33,93,3.9,1.68,0.92,0.04,20,6.19
酱油(味精),51,6.9,5.7,0.1,71.6,0,15.7,0,0,0,0.04,0.05,3.8,0,0,572,5843.2,589,106,3.8,1,0.81,0.08,24,3.51
酱油(一级),66,8.3,6.9,0.6,64.8,0,19.4,0,0,0,0.03,0.25,1.7,0,0,848,4861.1,27,130,7,1.05,2.13,0.07,173,3.75
酱油(油膏),99,13,10.2,0.7,54.7,0,21.4,0,0,0,0.08,0.05,2.3,0,0,460,7700,46,158,8.6,0.88,0.95,0.14,374,2.96
酱汁肉,549,15.5,8.4,50.4,24,0,1.7,4,0,4,0.07,0.14,2.5,0,0.49,110,257.4,9,2,1.5,0.1,2.89,0.39,90,0
茭白,23,1.2,4,0.2,92.2,1.9,0.5,0,30,5,0.02,0.03,0.5,5,0.99,209,5.8,4,8,0.4,0.31,0.33,0.06,36,0.45
茭笋,25,1.7,4.2,0.2,91.1,2,0.8,0,0,0,0.02,0.04,0.8,12,0.42,300,39.8,2,12,0.5,0.16,0.35,0.04,27,1.47
胶姆糖,368,0.1,91.9,0,7.7,0,0.3,0,0,0,0.04,0.07,0.5,0,0,4,0,22,7,0,0,0.09,0.02,5,0
焦圈,544,6.9,50.7,34.9,5.7,1.8,0,0,0,0,0,0.01,8.4,0,1.36,263,762.2,24,103,0,1.5,1.65,0.2,157,11.4
节瓜,12,0.6,2.2,0.1,95.6,1.2,0.3,0,0,0,0.02,0.05,0.4,39,0.27,40,0.2,4,7,0.1,0.1,0.08,0.02,13,0
鲒花,143,17.2,0,8.6,74.1,0,0.9,45,0,45,0.07,0.18,4.4,0,0.78,361,0,13,36,0.3,0.02,1.11,0.03,154,29.47
鲒花,117,15.6,0,6.1,79.9,0,1.6,0,0,0,0.01,0.25,9,0,2.15,0,0,0,0,0,0.16,0,0.02,270,24.63
芥菜(大叶芥菜),14,1.8,0.8,0.4,94.6,1.2,1.2,0,1700,283,0.02,0.11,0.5,72,0.64,224,29,28,18,1,0.49,0.41,0.1,36,0.53
芥菜(酸),25,1.2,4.9,0.1,90.3,0,3.5,0,0,0,0.01,0.1,0.6,0,0.88,126,1164,51,25,1.4,0.33,0.56,0.09,22,2.48
芥菜(小叶芥菜),24,2.5,2.6,0.4,92.6,1,0.9,0,1450,242,0.05,0.1,0.7,51,2.06,210,38.9,80,23,1.5,0.7,0.5,0.06,40,0.28
芥菜头(腌),38,2.8,6.6,0.1,70.5,2.7,17.3,0,0,0,0.07,0.02,0.8,0,0,284,7250.5,87,17,2.9,0.4,0.46,0.15,41,1.66
芥菜头(腌煮),26,2.1,3.9,0.2,70.7,2,21.1,0,10,2,0,0.02,0.7,0,0,297,6834.5,174,46,5.8,0.43,0.55,0.09,45,1.9
芥蓝,19,2.8,1,0.4,93.2,1.6,1,0,3450,575,0.02,0.09,1,76,0.96,104,50.5,128,18,2,0.33,1.3,0.11,50,0.88
芥末,476,23.6,28.1,29.9,7.2,7.2,4,0,190,32,0.17,0.38,4.83,0,9.83,366,7.8,656,321,17.2,3.05,3.62,0.63,530,69.01
金糕,176,0.2,43.7,0,55,0.6,0.5,0,20,3,0.18,0.07,0.1,4,0.42,93,34.3,49,7,1.8,0.04,0.1,0.07,9,0.3
金糕条,300,0.6,73,0.6,22.6,1.6,1.6,0,60,10,0.02,0.08,0.3,10,4.54,302,192.1,42,13,6.3,0.14,0.41,0.17,18,1.86
金瓜,14,0.5,2.7,0.1,95.6,0.7,0.4,0,60,10,0.02,0.02,0.6,2,0.43,152,0.9,17,8,0.9,0,0.17,0.04,10,0.28
金桔,55,1,12.3,0.2,84.7,1.4,0.4,0,370,62,0.04,0.03,0.3,35,1.58,144,3,56,20,1,0.25,0.21,0.07,20,0.62
金目鱼,114,18.1,0,5,76.5,0,1.3,12,0,12,0.02,0.08,4.7,0,1.7,291,87,59,2,6.4,0.65,0.56,0.02,186,78.76
金钱萝卜,41,1.6,8,0.3,73.5,2.1,14.5,0,260,43,0.01,0.02,0.3,0,0.99,365,3232.5,158,29,0,0,0.78,0.3,33,0
金钱肉(驴),186,39,2.3,2.3,51.8,0,4.6,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金钱酥,504,11.4,62.4,23.1,1.4,0,1.5,0,0,0,0.07,0.07,2.4,0,5.63,272,60,508,390,8.8,1.4,3.9,1,294,15.36
金钱鱼,100,18.6,0,2.9,77.1,0,1.4,20,0,20,0.01,0.03,4.8,0,0.61,300,118,102,29,1.4,0.05,0.66,0.04,128,48.3
金丝瓜,37,3.3,1.4,2,91.7,0.8,0.8,0,10,2,0.02,0.03,0.7,0,0.01,90,0,25,13,0.3,0.11,1.77,0.13,0,0.76
金塔寺瓜,8,0.6,1.3,0.1,96.9,0.7,0.4,0,0,0,0,0.03,0.5,18,0,0,0,0,0,0,0,0,0,0,0
金枣,55,1,12.3,0.2,84.7,1.4,0.4,0,370,62,0.04,0.03,0.3,35,1.58,144,3,56,20,1,0.25,0.21,0.07,20,0.62
金针菇,26,2.4,3.3,0.4,90.2,2.7,1,0,30,5,0.15,0.19,4.1,0,1.14,195,4.3,0,17,1.4,0.1,0.39,0.14,97,0.28
金针菇(罐装),21,1,4.2,0,91.6,2.5,0.7,0,0,0,0.01,0.01,0.6,2,0.98,17,238.2,14,7,1.1,0,0.34,0.01,23,0.48
京八件,435,7.2,64.6,16.4,8.3,3,0.5,0,40,7,0.08,0.03,4.2,0,5.5,81,16.6,15,23,2.6,0.34,0.4,0.16,54,12.7
京式黄酥,490,6,67.4,21.8,4.1,0.3,0.4,0,100,17,0.13,0.04,2.2,0,3.66,79,52.7,30,21,1.9,0.39,0.45,0.18,46,3.64
茎用芥菜（青菜头 ）,5,1.3,0,0.2,95.4,2.8,0.7,0,280,47,0,0.02,0.3,7,1.29,316,41.1,23,5,0.7,0.53,0.25,0.05,35,0.95
精粉,350,10.3,74.6,1.1,12.7,0.6,0.7,0,0,0,0.17,0.06,2,0,0.73,128,2.7,27,32,2.7,0.77,0.97,0.26,114,6.88
精制小麦酒(40.8度),238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
景泰大曲,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
景泰大曲,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0,0
景泰二曲,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
静鱼,126,19.5,0,6,73.9,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
九九鱼,206,17,3.6,13.7,64.3,0,1.4,0,0,0,0.02,0.02,4.3,0,1.06,133,15.8,69,30,1.9,0.07,0.58,0.19,193,28.8
韭菜,26,2.4,3.2,0.4,91.8,1.4,0.8,0,1410,235,0.02,0.09,0.8,24,0.96,247,8.1,42,25,1.6,0.21,0.43,0.08,38,1.38
韭菜花(腌),17,1.3,2.2,0.3,79.6,1.1,15.5,0,150,25,0.01,0.06,0.6,0,0,89,5030.8,84,18,6.5,0.34,0.11,0.07,30,0
韭黄,22,2.3,2.7,0.2,93.2,1.2,0.4,0,260,43,0.03,0.05,0.7,15,0.34,192,6.9,25,12,1.7,0.43,0.33,0.1,48,0.76
酒酿原汁,78,1.6,0,0,0,0,0.1,0,0,0,0.03,0.01,0,0,0,0,1,16,6,0.5,0.32,0.7,0.01,9,0.3
酒泉酒,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,7,0.9,0.05,0.08,0.01,6,3.4
酒泉啤酒,26,0.5,0,0,0,0,0.4,0,0,0,0,0.02,0,0,0,97,44.9,67,0,0,0,0,0,0,0
酒泉啤酒,26,0,0,0,0,0,0,0,0,0,0,0.11,1,0,0,4,0,11,2,0,0.01,0.46,0.02,9,0.94
桔,43,0.8,9.7,0.1,88.6,0.5,0,0,490,82,0.04,0.03,0.2,35,1.22,128,0.8,24,14,0.2,0.03,0.13,0.11,18,0.7
桔(福桔),45,1,9.9,0.2,88.1,0.4,0.4,0,600,100,0.05,0.02,0.3,11,0,127,0.5,27,14,0.8,0.06,0.22,0.13,5,0.12
桔(芦柑),43,0.6,9.7,0.2,88.5,0.69,0.4,0,520,87,0.02,0.03,0.2,19,0,54,1.3,45,45,1.4,0.03,0.1,0.1,25,0.07
桔(蜜桔),42,0.8,8.9,0.4,88.2,1.4,0.3,0,1660,277,0.05,0.04,0.2,19,0.45,177,1.3,19,16,0.2,0.05,0.1,0.07,18,0.45
桔(三湖红桔),41,0.8,8.7,0.3,88.5,1.3,0.4,0,0,0,0.03,0.02,0.3,3,0.3,250,1.4,33,16,0.2,0.06,0.1,0.1,25,0.76
桔(四川红桔),40,0.7,9.1,0.1,89.1,0.7,0.3,0,180,30,0.24,0.04,0.3,33,0.27,105,1.7,42,4,0.5,0,0.17,0.04,25,0.1
桔(小叶桔),38,1.1,7.9,0.2,89.5,0.9,0.4,0,2460,0,0.25,0.03,0.7,0,0.74,124,2.1,72,29,0.2,0.09,0.09,0.04,16,0.5
桔(早桔),57,1.2,12.5,0.2,85.6,0.1,0.4,0,5140,857,0.09,0.03,0.3,25,1.45,131,0.9,21,15,0.9,0.17,0.21,0.12,22,0.22
桔饼,364,0.6,89.4,0.4,5.4,3.5,0.7,0,260,43,0.03,0.19,0.6,0,0,4,485.9,125,17,0.8,0,0.21,0.06,6,1.47
桔子饮料(固体),391,0.2,97.5,0,2.2,0,0.1,0,0,0,0.07,0.05,0.8,63,0,3,10.7,54,6,0.2,0,0,0.02,3,0
菊花,242,6,47.1,3.3,19.2,15.9,8.5,0,0,0,0.09,0.51,9.2,1,1.61,132,20.5,234,256,78,3.47,2.42,0.77,88,11.08
橘汁(VC蜜橘),95,0.1,23.2,0.2,76.4,0,0.1,0,0,0,0,0,0,187,0,25,4.4,4,3,0.3,0.02,0.1,0.02,1,0.15
橘汁(浓缩蜜橘),235,0.8,57.3,0.3,41.3,0,0.3,0,730,122,0.04,0.02,0.3,80,0.04,140,4.4,21,23,0.7,0.13,0.13,0.15,8,0.79
橘子晶,390,0.2,96.5,0.4,2.8,0,0.1,0,20,3,0.18,1.45,0.4,3,0,3,33,14,1,0.7,0,0.43,0.01,0,0
橘子汁,119,0,29.6,0.1,70.1,0,0.2,0,10,2,0,0,0,2,0,6,18.6,4,2,0.1,0,0.03,0,0,0
卷心菜,22,1.5,3.6,0.2,93.2,1,0.5,0,70,12,0.03,0.03,0.4,40,0.5,124,27.2,49,12,0.6,0.18,0.25,0.04,26,0.96
蕨菜(脱水),251,6.6,54.2,0.9,7.2,25.5,5.6,0,0,0,0,0.16,2.7,3,0.53,59,0,851,82,23.7,0.17,18.11,2.79,253,6.34
蕨菜(腌),22,2.5,2.2,0.3,89.9,2.2,2.9,0,320,53,0,0.05,1.6,0,0,13,990.6,115,9,4.5,0.12,1.62,5.63,33,8.74
开花豆,372,27,61.6,2,4.3,2.2,2.9,0,110,18,0.22,0.12,4.8,0,5.16,1083,10.9,229,138,5.3,1.15,3.04,1.34,454,4.9
开口笑,512,8.4,52.2,30,5.3,3.1,1,0,70,12,0.05,0.06,5.9,0,27.79,143,68.2,39,81,4.4,0.76,0.52,0.19,133,11.95
烤麸,121,20.4,9.1,0.3,68.6,0.2,1.4,0,0,0,0.04,0.05,1.2,0,0.42,25,230,30,38,2.7,0.73,1.19,0.89,72,0
烤鸡,240,22.4,0.1,16.7,59,0,1.8,37,0,37,0.05,0.19,3.5,0,0.22,142,472.3,25,14,1.7,0.11,1.38,0.1,136,3.84
烤鸭,240,22.4,0.1,16.7,59,0,1.8,37,0,37,0.05,0.19,3.5,0,0.22,142,472.3,25,14,1.7,0.11,1.38,0.1,136,3.84
稞麦(熟品)（糌粑）,257,4.1,30.7,13.1,49.3,1.8,1,0,0,0,0.05,0.15,1.9,0,2.68,123,8.9,71,61,13.9,0.64,9.55,6.26,176,7.5
可可粉,320,24.6,36.5,8.4,7.5,14.3,8.7,22,0,22,0.05,0.16,1.4,0,6.33,360,23,74,5,1,0.15,1.12,1.45,623,3.98
空心菜,20,2.2,2.2,0.3,92.9,1.4,1,0,1520,253,0.03,0.08,0.8,25,1.09,243,94.3,99,29,2.3,0.67,0.39,0.1,38,1.2
空心果,451,6.8,71.8,15.2,5.6,0.2,0.4,0,0,0,0.06,0,0,0,1.4,40,5.8,114,28,4.9,0.36,0.56,0.13,53,0
口蘑,242,38.7,14.4,3.3,9.2,17.2,17.2,0,0,0,0.07,0.08,44.3,0,8.57,3106,5.2,169,167,19.4,5.96,9.04,5.88,1655,0
口蘑(香杏片),207,33.4,15,1.5,15.1,22.6,12.4,0,0,0,0,1.9,0,0,0,227,21,15,0,137.5,3.26,7.83,2.61,77,0
口条(猪),233,15.7,1.7,18.1,63.7,0,0.8,15,0,15,0.13,0.3,4.6,0,0.73,216,79.4,13,14,2.8,0.04,2.12,0.18,163,11.74
口头鱼,134,19.6,4.5,4.2,70.3,0,1.4,0,0,0,0.01,0.04,2.4,0,0,270,47.7,103,26,2,0,1.83,0.05,247,0
苦菜（拒马菜）,35,2.8,4.6,0.6,85.3,5.4,1.3,0,540,90,0.09,0.11,0.6,19,2.93,180,8.7,66,37,9.4,2.31,0.86,0.17,41,0.5
苦豆子,212,4.6,42.9,2.4,13.5,29.4,7.2,0,0,0,0.14,0.65,1.6,0,54.55,26,28.1,332,44,4.5,0.77,0.92,0.37,97,13.72
苦瓜,19,1,3.5,0.1,93.4,1.4,0.6,0,100,17,0.03,0.03,0.4,56,0.85,256,2.5,14,18,0.7,0.16,0.36,0.06,35,0.36
苦苦菜,38,2.5,5,0.9,88.2,1.8,1.6,0,2140,357,0,0,0,62,0,0,0,0,0,0,1.53,0,0,0,0
苦荞麦粉,304,9.7,60.2,2.7,19.3,5.8,2.3,0,0,0,0.32,0.21,1.5,0,1.73,320,2.3,39,94,4.4,1.31,2.02,0.15,244,5.57
快鱼,159,20.7,0,8.5,71.9,0,1.2,0,0,0,0,0.02,0,0,1.83,246,47.8,39,28,1.3,0.02,1.12,0.07,203,35.65
宽皮桂,43,0.8,9.7,0.1,88.6,0.5,0,0,490,82,0.04,0.03,0.2,35,1.22,128,0.8,24,14,0.2,0.03,0.13,0.11,18,0.7
葵花籽油,899,0,0,99.9,0.1,0,0,0,0,0,0,0,0,0,54.6,1,2.8,2,4,1,0.02,0.11,0,4,0.02
葵花子(炒),616,22.6,12.5,52.8,2,4.8,5.3,0,30,5,0.43,0.26,4.8,0,26.46,491,1322,72,267,6.1,1.98,5.91,1.95,564,2
葵花子(生),597,23.9,13,49.9,2.4,6.1,4.7,0,30,5,0.36,0.2,4.8,0,34.53,562,5.5,72,264,5.7,1.95,6.03,2.51,238,1.21
葵花子仁,606,19.1,12.2,53.4,7.8,4.5,3,0,0,0,1.89,0.16,4.5,0,79.09,547,50,1,287,2.9,1.07,0.5,0.56,604,5.78
昆布(干),77,1.8,17.3,0.1,70.5,6.1,4.2,0,240,40,0.01,0.1,0.8,0,0.85,761,327.4,348,129,4.7,1.14,0.65,0.14,52,5.84
昆布(浸),14,1.1,2.1,0.1,94.1,0.9,1.7,0,310,52,0.02,0.1,0.9,0,0.08,222,107.6,241,61,3.3,1.47,0.66,0.03,29,4.9
昆布(鲜),17,1.2,1.6,0.1,94.4,0.5,2.2,0,0,0,0.02,0.15,1.3,0,1.85,246,8.6,46,25,0.9,0.07,0.16,0,22,9.54
腊肉(培根),181,22.3,2.6,9,63.1,0,3,0,0,0,0.9,0.11,4.5,0,0.11,294,51.2,2,3,2.4,0.05,2.26,0.03,228,5.5
腊肉(生),498,11.8,2.9,18.8,31.1,0,5.4,96,0,96,0,0,0,0,6.23,416,763.9,22,35,7.5,0.05,3.49,0.08,249,23.52
腊肉(熟),587,13.2,23.6,48.9,10.9,0,3.4,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
